"","Indicator.Name","Indicator.Code","Year.Month","Algeria","Angola","Benin","Botswana","Burkina Faso","Burundi","Cabo Verde","Cameroon","Central African Republic","Chad","Comoros","Côte d'Ivoire","Democratic Republic of the Congo","Djibouti","Egypt","Equatorial Guinea","Eswatini","Ethiopia","Gabon","Ghana","Guinea","Guinea-Bissau","Kenya","Lesotho","Liberia","Libya","Madagascar","Malawi","Mali","Mauritania","Mauritius","Morocco","Mozambique","Namibia","Niger","Nigeria","Republic of Congo","Rwanda","São Tomé and Príncipe","Senegal","Seychelles","Sierra Leone","Somalia","South Africa","South Sudan","Sudan","Tanzania","The Gambia","Togo","Tunisia","Uganda","Zambia","Zimbabwe"
"656","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2018-11-30",-1.39,1.27,0,0.15,-2.96,1.3,-0.05,0.18,NA,-0.68,NA,-0.54,NA,1.04,-1.77,0.19,0.36,-0.63,0.82,NA,0.81,NA,NA,0.58,1.78,NA,0.98,3.01,-0.1,0.03,0.2,1.74,0.6,1.51,-1.19,0.9,NA,-1.39,-0.49,-1.74,-0.86,2.94,NA,0.47,5.73,3.13,NA,0.31,2.73,1,-0.66,0.97,14.52
"657","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2018-12-31",-2.61,1.53,-0.29,0.1,-0.36,0.59,0.02,0.18,NA,-2.6,NA,1.92,NA,0.72,-6.7,-0.12,0.18,0.68,-0.68,NA,0.71,NA,NA,0.34,3.81,NA,1.21,-6.76,-2.81,0.22,-0.97,-1.33,1.27,0.54,-0.5,0.81,NA,-2.34,0.93,1.6,0.4,-1.47,NA,0,-1.35,6.93,NA,0.64,1.92,0.4,-1.61,0.77,9.06
"658","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2019-01-31",0.56,1.2,2.25,0.4,-3.73,1.86,0.04,-1.14,NA,-3.52,NA,-5.19,NA,1.1,0.87,-0.55,-0.1,1.13,0.27,NA,0.39,NA,NA,2.17,3.45,NA,0.4,17.55,-2.59,-0.35,3.94,-1.18,1.81,1.73,-2.11,0.82,NA,-0.51,0.46,-2.02,1.17,-0.1,NA,1.39,40.46,1.94,NA,0.41,-14.97,2.16,0.34,1.06,6.98
"659","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2019-02-28",-1.32,1.1,-4.12,0.2,-0.99,-1.83,-0.81,0.97,NA,-0.2,NA,-0.47,NA,0.57,3.48,0.96,0.26,1.06,-0.14,NA,1.26,NA,NA,0.61,-2.62,NA,0.24,2.5,0.51,-0.47,3.41,-0.16,0.52,0.39,0.1,0.82,0.8,0.07,1.24,0.48,0.33,1.19,NA,0,21.15,3.62,NA,0.62,18.36,0.74,0.19,0.77,3.52
"660","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2019-03-31",1.8,1.29,3.8,0.4,0.86,1.57,-0.22,0.44,NA,-0.81,NA,0.47,NA,0.64,1.52,-0.73,0.34,2.17,0.41,NA,1.51,NA,NA,0.64,NA,NA,0.16,0.41,-1.32,0.18,0.73,-0.4,1.15,0,-0.72,0.88,-0.16,5.61,0.22,-1.82,-0.59,2.65,NA,0.34,14.16,2.67,NA,0.45,-0.52,0.51,-1,1.86,5.1
"661","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2019-04-30",-0.17,1.14,-3.76,0.4,0.74,2.32,-0.15,0.44,NA,0.39,NA,1.61,NA,0.9,0.51,-2.19,0.37,3.6,0.47,NA,0.55,NA,NA,0.48,NA,NA,0.24,-8.35,0.1,-0.06,-0.36,1.45,0.5,-0.23,-0.1,1.13,1.23,1.45,0.05,0.59,-0.46,4.12,NA,0.23,6.53,4.6,NA,0.54,0.33,-0.07,2.33,1.03,7.8
"662","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2019-05-31",1.11,1.2,6.61,0.59,1.33,1.42,1.4,-0.09,NA,4.34,NA,2.51,NA,1.03,1.54,0.28,-0.15,6.08,-0.35,NA,0.75,NA,NA,0.34,NA,NA,0.08,-2.39,0.1,0.39,-0.09,1.58,-0.6,-0.32,1.03,1.4,-1.26,1.49,0.58,-0.67,0.77,-5.79,NA,0.34,5.21,4.82,NA,0.99,3.76,0.89,1.74,1.09,17.65
"663","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2019-06-30",-1.01,1.15,-4.13,0,-0.69,-4.93,1.05,0.35,NA,4.24,NA,0.36,NA,0.2,-2.17,-0.57,0.11,1.72,0.71,NA,1.06,NA,NA,0.44,NA,NA,0.32,-0.54,2.27,0.24,-2.92,0.31,-0.75,-0.39,1.02,1.35,0.84,-0.31,0.79,0.42,0.44,1.01,NA,0.34,2.02,5.62,NA,0.5,1.81,-1.36,-1.29,0.4,55.06
"664","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2019-07-31",-2.44,1.39,1.37,0.1,1.08,0.78,0.29,0.52,NA,-2.82,NA,-1.36,NA,-0.62,0.78,-0.73,0.41,1.6,0.03,NA,1.63,NA,NA,0.22,NA,NA,0.24,1.46,1.71,1.34,-0.38,-2.1,-1.45,-0.61,-1.22,1.25,1.56,-0.5,0.14,0.42,0.43,2.03,NA,0,11.7,10.07,NA,0.56,-3.92,0,-1.52,0.39,19.93
"665","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2019-08-31",1.95,1.34,-5.6,0,-3.09,1.07,-0.22,0,NA,-1.39,NA,-2.29,NA,0.31,0.97,0.88,0.13,3.3,0.02,NA,0.38,NA,NA,0.43,NA,NA,0.16,2.96,-0.89,0.9,0.66,0.71,-0.08,0.5,0.31,1.22,-0.12,3.98,0.45,3.12,0.38,2.39,NA,0.56,3.75,4.47,NA,0.82,-4.55,1.3,0.45,1.18,18.56
"666","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2019-09-30",2.29,1.58,-4.3,0.29,-0.75,1.63,-0.39,0.34,NA,1.15,NA,0.47,NA,0.52,-1.75,-0.36,0.38,1.24,-0.3,NA,1.25,NA,NA,0.58,NA,NA,0.16,2.96,1.1,0.02,-1.41,-1.03,0.11,0.6,-0.31,1.29,-0.39,3.78,NA,0.95,-0.14,0.92,NA,0.22,3.23,2.36,NA,0.66,-2.22,0,1.22,2.01,19.53
"667","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2019-10-31",-0.46,1.92,3.53,-0.1,0.07,0.47,0.89,0.26,NA,-2.02,NA,-0.37,NA,-0.33,-1.81,4.27,0.01,-0.72,0.83,NA,0.57,NA,NA,0.48,NA,NA,0.24,4.23,-1.78,0.6,-2.09,0.48,0.71,0.23,0.72,1.32,1.1,2.39,NA,0.63,-1.39,-0.77,NA,-0.11,4.08,2.29,NA,0.54,-0.75,0.88,0.25,1.06,48.36
"668","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2019-11-30",-2.09,1.91,2.79,0.2,-0.58,1.51,0.05,0.26,NA,0,NA,1.59,NA,1.79,-1.51,1.17,0.46,0.44,-0.4,NA,1.03,NA,NA,0.28,NA,NA,0.31,4.14,-0.6,0.18,0.29,1.03,1.97,0.43,-0.81,1.24,-1.57,6.85,NA,-0.67,1.08,-2.21,NA,0.34,-31.42,5.2,NA,0.59,1.55,0.72,-0.11,1.13,22.62
"669","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2019-12-31",-0.31,2.31,-2.51,0.49,0.42,2.88,2.28,0.34,NA,0.9,NA,1.11,NA,0.5,-0.5,0.96,0.41,-0.78,0.69,NA,0.71,NA,NA,0.5,NA,NA,0.55,4.21,-0.81,-0.48,1.55,0,3.94,-0.56,-0.41,0.97,3.92,-2.32,NA,-1.54,-0.6,0.21,NA,0.22,6.52,2.64,NA,0.71,0.92,-0.08,-0.09,2.32,15.76
"670","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2020-01-31",-0.4,1.96,3.88,0.68,-0.47,1.62,-0.69,0.17,NA,0.44,NA,0.24,NA,0.18,1.7,0.31,0.83,0.55,-0.43,NA,0.36,NA,NA,0.5,NA,NA,0.31,5.61,0.31,-0.5,7.63,-0.47,1.5,2.17,0.31,0.98,-1.57,-1.84,NA,0.1,2.29,1.86,NA,1.23,2.8,4.72,NA,0.67,3.08,0.87,0.97,1.16,2.55
"671","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2020-02-29",-1.57,2.11,2.79,0.48,0.77,2.04,-0.58,0.17,0.3,3.65,NA,1.13,NA,0.48,-0.07,0.21,0.45,3.66,0.19,NA,1.64,NA,NA,0.48,NA,NA,0.31,1.91,1.73,-0.04,2.84,-0.32,0.73,0.96,-0.1,0.87,0.08,3.69,NA,-0.78,0.49,2,NA,0.44,10.36,8.8,NA,-1.17,0.06,0.08,0.58,1.29,6.8
"672","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2020-03-31",2.48,2.46,-1.12,0.19,0.6,0.7,0.19,0.68,1.91,1.49,NA,0.63,NA,0.73,0.66,0.27,0.68,3.59,-0.1,NA,1.39,NA,NA,0.35,NA,NA,0.62,-1.53,-3.5,0.26,2.33,1.34,0.6,0.13,0.82,0.94,0.67,3.55,NA,0.06,1.56,4.13,NA,0.22,4.66,-41.71,NA,2.02,1.81,1.8,-0.5,1.23,17.68
"673","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2020-04-30",0.53,3.15,0.62,0.19,0.86,2.76,0.04,-0.42,1.31,2,NA,1.61,NA,0.64,3.64,-0.27,0.12,2.79,1.42,NA,2.02,NA,NA,3.84,NA,NA,0.38,-8.47,0.1,0,3.71,0.78,0.54,1.06,2.65,1.17,5.5,-2.99,NA,1.81,6.45,4.75,NA,0.33,8.66,4.6,NA,-0.19,3.33,0.92,3.11,2.62,28.37
"674","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2020-05-31",2.06,2.59,2.26,0.57,6.44,3.45,-0.33,0.25,-0.06,1.13,NA,0.53,NA,-0.55,-0.44,1.44,0.18,1.37,-0.86,NA,0.56,NA,NA,1.41,NA,NA,0.08,-3.09,1.24,0.09,-4.39,-0.58,-0.71,0.11,1.79,1.41,-1.24,-2.96,NA,-1.35,2.26,-0.62,NA,0.33,3.1,139.46,NA,0.34,0.82,-0.46,-0.45,1.45,14.72
"675","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2020-06-30",-0.16,2.28,-0.12,0.48,-1.6,-6.09,0.28,0.68,0.5,0.1,NA,1.4,NA,2.55,-1.4,0.4,0.39,4.05,0.64,NA,1.17,NA,NA,1.85,NA,NA,0.23,-0.88,3.17,0.09,-6.71,-1.47,-1.34,-0.34,0.49,1.48,-4.55,0.43,NA,-0.34,0.06,1.29,NA,0.22,-20.67,10.01,NA,-0.01,-0.61,-1.76,-1.97,-0.58,37.74
"676","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2020-07-31",-3.48,2.13,0.36,0.38,0.56,-0.26,-0.82,1.26,0.46,2.14,NA,-1.64,NA,4.27,-0.89,-1.08,-0.02,3.19,0.95,NA,1.44,NA,NA,1.01,NA,NA,0.15,0.4,2.87,-0.09,-1,-1.59,-0.7,0.66,3.4,1.52,-3.18,2.13,NA,1.79,0.04,2.33,NA,0.11,15.14,9.39,NA,0.11,0.18,-0.23,-1.75,0.24,37.99
"677","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2020-08-31",-0.59,2.07,-1.59,0.38,0.32,-0.43,-0.6,0.08,-0.81,5.18,NA,-2.09,NA,-5.29,-1.65,-0.67,-0.12,0.79,-0.39,NA,-0.09,NA,NA,1.01,NA,NA,0.38,2.08,1.06,0.52,0.55,3.43,0.03,1.21,1.79,1.66,-0.14,2.35,NA,4.17,-1.07,2.79,NA,0.11,14.42,8.82,NA,2.6,-2.11,1.09,0.53,0.65,6.3
"678","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2020-09-30",2.18,NA,-1.54,0.19,0.63,1.22,0.6,-0.08,-1.1,-3.79,NA,-1.76,NA,-2.3,-0.25,-0.3,0.37,0.62,0.01,NA,1.04,NA,NA,0.37,NA,NA,0.61,2.12,-0.86,1.11,1.37,0.49,0.5,0.4,-0.83,1.87,0.1,3.41,NA,0.36,-0.54,0.93,NA,0.11,15.44,14.54,NA,0.03,-1.17,1.39,-0.31,0.65,2.08
"679","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2020-10-31",3.43,NA,1.69,0,0.48,1.89,-0.17,0.66,-1.52,-1.57,NA,2.29,NA,0.25,0.13,-1.2,NA,0.88,0.03,NA,1.04,NA,NA,0.45,NA,NA,0.3,4.76,2.5,0.25,-0.54,0.19,0.86,0.68,-2.89,1.94,0.87,1.27,NA,0.52,0.1,-4.2,NA,1.41,2.69,9.31,NA,0.78,-1.09,1.14,-0.06,1.59,3
"680","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2020-11-30",-1.6,NA,-1.17,0.19,-0.44,4.73,-0.36,-0.25,-1.06,-2.2,NA,-1.16,NA,0.19,2.74,0.07,NA,-0.41,-0.52,NA,0.67,NA,NA,0.81,NA,NA,0.3,3.68,-2.81,1.6,0.54,-1.94,2.04,0.29,-1.63,2.03,1.75,-1.54,NA,-1.21,0.31,-1.1,NA,0.64,-5.55,8.27,NA,0.48,1.01,-0.45,-0.93,3.04,3.91
"681","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2020-12-31",-0.2,NA,-1.61,-0.19,-2.63,0.73,-0.15,0.25,2.79,-3.17,NA,1.76,NA,0.32,-1.24,-1.15,NA,-1.44,0,NA,0.49,NA,NA,0.62,NA,NA,1.05,4.31,-2.22,-0.66,-0.45,-1.48,3.79,0.07,0,2.04,0.88,-3.13,NA,-1.3,1.51,0.31,NA,0.64,-8.38,3.77,NA,0.98,2.09,-0.08,-0.15,5.32,6.54
"682","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2021-01-31",1.04,NA,0.03,0.47,-0.11,-0.8,-1.12,-0.66,3.49,-3.8,NA,0.62,NA,NA,-1.56,0.89,NA,2.09,-0.06,NA,3.06,NA,NA,0.52,NA,NA,1.11,4.82,-0.3,0.5,1.54,0,2.54,-0.12,0.88,1.83,1.36,-2.4,NA,-2.93,1.18,5.22,NA,0.63,2.31,19,NA,2.65,0.62,1.36,0.82,5.69,7.84
"683","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2021-02-28",0.64,NA,-0.18,0.75,0.05,0.65,-0.7,0.33,1.71,0.55,NA,3.44,NA,NA,-0.04,-1.54,NA,3.32,0.29,NA,0.78,NA,NA,0.5,NA,NA,0.59,2.54,0.4,0.67,1.96,-0.2,2.92,1.2,1.84,1.88,1.91,1.19,NA,1.04,-0.01,2.6,NA,0.21,NA,13.09,NA,-0.03,0,0,0.87,2.69,4.42
"684","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2021-03-31",3.64,NA,2.51,3.75,1.14,2.41,0.02,0.83,1.77,2.51,NA,0.29,NA,NA,NA,-0.22,NA,3.17,0,NA,1,NA,NA,1.09,NA,NA,1.02,1.29,-0.1,-0.25,2.28,0.4,1.63,1.22,-0.85,1.9,-2.72,2.1,NA,-1.2,0.2,0.52,NA,0.84,NA,7.16,NA,1.9,-1.77,1.19,1.44,1.6,2.52
"685","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2021-04-30",2.63,NA,2.36,4.47,2.57,1.57,0.83,0.66,-0.36,0.64,NA,1.63,NA,NA,NA,NA,NA,2.5,NA,NA,4.12,NA,NA,1.05,NA,NA,1.02,-10.03,1.09,0.25,1.2,3,-0.73,0.39,2.49,0.99,1.54,-2.14,NA,0.47,2.29,4.93,NA,0.93,NA,14,NA,-1.76,7.65,1.62,NA,2.17,1.66
"686","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2021-05-31",-0.66,NA,4.45,1.16,3.3,-0.15,1.29,0.57,0.85,2.43,NA,2.27,NA,NA,NA,NA,NA,3.04,NA,NA,1.09,NA,NA,0.81,NA,NA,0.58,-3.64,2.64,0.41,1.86,0.58,-1.01,0.73,1.12,1.05,0.19,-4.36,NA,NA,1.28,1.03,NA,0.72,NA,12.85,NA,1.89,2.84,0.58,NA,2.48,0.95
"687","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2021-06-30",-1.33,NA,6.36,-4.64,0.01,0.15,0.48,0.81,-0.07,-1.03,NA,0.41,NA,NA,NA,NA,NA,8.27,NA,NA,0.4,NA,NA,0.63,NA,NA,0.69,-0.74,1.05,0.74,0.91,-2.12,-1.68,0.32,2.68,1.11,1.14,-0.07,NA,NA,1.83,0.91,NA,0.1,NA,11.99,NA,0.87,NA,-0.65,NA,1.51,3.21
"688","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2021-07-31",1.04,NA,-2.39,0.11,-4.75,0.39,0.47,1.2,-1.97,3.86,NA,0.01,NA,NA,NA,NA,NA,5.62,NA,NA,1.58,NA,NA,0.28,NA,NA,0.45,-0.28,0.47,0.82,-2.06,0.49,-0.75,-0.44,3.06,0.86,0.47,0.09,NA,NA,2.05,0.83,NA,0.2,NA,17.13,NA,0.59,NA,0.58,NA,0.22,2.51
"689","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2021-08-31",2.49,NA,-4.31,0.18,6.09,0.69,1.02,-0.16,-0.98,0.5,NA,-1.23,NA,NA,NA,NA,NA,5.05,NA,NA,0.84,NA,NA,0.42,NA,NA,0.42,1.55,0.09,1.62,-1.01,-0.39,0.28,0.4,1.57,1.06,-0.84,0.01,NA,NA,0.2,2.33,NA,0.2,NA,5.36,NA,0.14,NA,0.51,NA,0.95,3.14
"690","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2021-09-30",3.75,NA,2.9,0.21,2.97,0.76,0.78,0.16,0.76,0.6,NA,-0.06,NA,NA,NA,NA,NA,3.82,NA,NA,0.26,NA,NA,0.16,NA,NA,0.27,3.18,4.12,1.2,-0.59,1.28,1.44,0.14,-1.55,1.25,-0.47,0.44,NA,NA,0.01,-0.48,NA,0,NA,3.8,NA,0.22,NA,1.22,NA,-0.83,4.82
"691","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2021-10-31",2.32,NA,-0.87,0.44,0.29,0.08,0.73,0.27,-3.57,-2.88,NA,0.69,NA,NA,NA,NA,NA,0,NA,NA,0.68,NA,NA,0.27,NA,NA,0.14,NA,0.45,0.16,1.02,1.46,1.29,0.89,-2.01,0.91,0.47,-1.12,NA,NA,-0.29,-0.07,NA,0.91,NA,3.17,NA,0.61,NA,0.92,NA,0.36,7.56
"692","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2021-11-30",-1.58,NA,-1.57,0.11,1.3,1.44,1.49,0.33,1.36,-2.66,NA,1.1,NA,NA,NA,NA,NA,-1.68,NA,NA,0.05,NA,NA,0.35,NA,NA,0.38,NA,-0.27,NA,1.78,-0.1,NA,0.29,-0.71,1.07,0.09,-3.39,NA,NA,NA,-0.55,1.36,0.1,NA,3.83,NA,0.76,NA,-0.56,NA,0.88,6.51
"693","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2021-12-31",-1.91,NA,1.91,0.29,0.93,2.09,1.42,3.05,0.01,2.52,NA,2.51,NA,NA,NA,NA,NA,0.48,NA,NA,0.38,NA,NA,0.31,NA,NA,NA,NA,0.54,NA,0.75,0.1,NA,0.01,0.9,2.18,0.09,-0.13,NA,NA,NA,0.8,1.06,0.4,NA,2.27,NA,1.78,NA,0.64,NA,0.71,6.22
"694","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2022-01-31",1.74,NA,3.82,0.31,NA,3.51,1.76,0.66,NA,-1.03,NA,0.32,NA,NA,NA,NA,NA,0.85,NA,NA,1.6,NA,NA,1.32,NA,NA,NA,NA,0.09,NA,1.73,-0.29,NA,0.35,NA,1.62,2.06,4.88,NA,NA,NA,1.94,1.09,0.9,NA,4.01,NA,NA,NA,1.34,NA,3.09,6.79
"695","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2022-02-28",0.8,NA,-9.64,0.46,NA,2.26,0.78,0.99,NA,NA,NA,0.58,NA,NA,NA,NA,NA,4.75,NA,NA,1.25,NA,NA,0.6,NA,NA,NA,NA,-0.09,NA,7.54,1.06,NA,1.04,NA,1.87,2.11,4.6,NA,NA,NA,3.85,1.24,0.99,NA,1.63,NA,NA,NA,1.18,NA,1.89,NA
"696","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2022-03-31",3.66,NA,0.01,0.6,NA,1.24,4.38,0.9,NA,NA,NA,-0.03,NA,NA,NA,NA,NA,4.36,NA,NA,1.57,NA,NA,0.95,NA,NA,NA,NA,0.89,NA,4.14,4.09,NA,0.45,NA,1.98,2.34,4.26,NA,NA,NA,5.56,NA,0.59,NA,14.62,NA,NA,NA,1.03,NA,0.93,NA
"697","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2022-04-30",4.32,NA,-0.69,2.2,NA,5.45,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,2.17,NA,NA,0.92,NA,NA,NA,NA,1.95,NA,0.22,3.02,NA,1.45,NA,1.99,NA,7.99,NA,NA,NA,4.96,NA,0.68,NA,NA,NA,NA,NA,1.56,NA,1.1,NA
"698","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2022-05-31",-1.75,NA,3.75,2.57,NA,2.84,NA,NA,NA,NA,NA,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,1.09,NA,NA,0.91,NA,NA,NA,NA,5.82,NA,-2.82,-0.18,NA,NA,NA,NA,NA,4.62,NA,NA,NA,3.73,NA,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2022-06-30",NA,NA,NA,1.77,NA,-1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,1.62,NA,NA,NA,NA,NA,NA,-3.57,NA,NA,NA,NA,NA,NA,1.76,NA,NA,NA,2.67,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Food and non-alcoholic beverages","PCPIF_PC_PP_PT","2022-07-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Health","PCPIM_PC_PP_PT","2008-01-31",0.18,0.36,NA,NA,NA,0.98,0.7,NA,NA,NA,NA,0.34,NA,NA,NA,NA,-0.02,1.51,NA,NA,1.03,NA,NA,1.7,0,NA,0.88,NA,NA,NA,0.19,0.1,0.57,-0.34,NA,-0.46,1.93,0.5,NA,-1.2,1.3,3.77,NA,NA,NA,1.6,NA,0,0.72,1.32,NA,NA,NA
"702","Health","PCPIM_PC_PP_PT","2008-02-29",0.04,0.99,0,NA,NA,0,2.08,NA,NA,NA,NA,0.5,NA,NA,NA,NA,-0.25,1.1,NA,NA,-0.04,NA,NA,0.16,0,NA,0.68,NA,NA,NA,0.75,0,0.1,-5.73,NA,-0.58,33.96,0.71,NA,0.24,3.69,0.43,NA,4.66,NA,4.64,NA,0,0.5,0.54,NA,NA,NA
"703","Health","PCPIM_PC_PP_PT","2008-03-31",0.16,0.2,0,NA,NA,0.33,0.19,NA,NA,NA,NA,0.83,NA,NA,NA,NA,0.25,0.88,NA,NA,2.12,NA,NA,0,2.03,NA,1.04,NA,NA,NA,0.09,0.1,1.78,1.05,NA,3.25,0,-0.55,NA,-0.05,-1.46,0.68,NA,0.21,NA,-2.17,NA,0,0.07,0.5,NA,NA,NA
"704","Health","PCPIM_PC_PP_PT","2008-04-30",0,1.53,-0.1,NA,NA,2.65,-1.45,NA,NA,NA,NA,-0.91,NA,NA,NA,NA,-0.42,1.7,NA,NA,2.96,NA,NA,0.02,-1.99,NA,1.7,NA,NA,NA,0.46,0,0.95,-5.5,NA,3.91,0,1.02,NA,-0.33,0.93,-0.04,NA,0,NA,4.34,NA,0,-0.17,-0.07,NA,NA,NA
"705","Health","PCPIM_PC_PP_PT","2008-05-31",0.58,0.43,0,NA,NA,-1.31,1.18,NA,NA,NA,NA,-0.5,NA,NA,NA,NA,1.63,1.67,NA,NA,0.08,NA,NA,0,0.34,NA,0.58,NA,NA,NA,0,0,0.2,-0.98,NA,1.22,0,2.21,NA,0.06,0.79,2.37,NA,0.85,NA,-1.94,NA,0.04,2.13,0.3,NA,NA,NA
"706","Health","PCPIM_PC_PP_PT","2008-06-30",0.32,0.13,0.2,NA,NA,0,0.48,NA,NA,NA,NA,0.95,NA,NA,NA,NA,-1.47,2.13,NA,NA,1.24,NA,NA,0.05,0.67,NA,1.05,NA,NA,NA,-0.09,0,0.72,1.72,NA,1.19,0,3.24,NA,0.04,0.08,0.41,NA,0,NA,4.05,NA,0.07,0.01,0.07,NA,NA,NA
"707","Health","PCPIM_PC_PP_PT","2008-07-31",0,0.08,0.1,NA,NA,3.22,-0.77,NA,NA,NA,NA,0.22,NA,NA,NA,NA,0.25,0.73,NA,NA,1.23,NA,NA,-0.01,-1,NA,1.82,NA,NA,NA,3.04,0,0.63,0.09,NA,2.03,0,2.45,NA,0.35,2.5,0.08,NA,0.63,NA,0,NA,0,0.12,0.21,NA,NA,NA
"708","Health","PCPIM_PC_PP_PT","2008-08-31",0.04,0,-0.1,NA,NA,0,1.46,NA,NA,NA,NA,0.28,NA,NA,NA,NA,0.22,1.43,NA,NA,1.25,NA,NA,0.46,0,NA,0.68,NA,NA,NA,0.63,0.3,0.5,0.27,NA,-1.13,0,1.41,NA,1.15,1.3,-0.04,NA,0.21,NA,0,NA,0,0.21,0.02,NA,NA,NA
"709","Health","PCPIM_PC_PP_PT","2008-09-30",0.16,0.08,0,NA,NA,0,-0.1,NA,NA,NA,NA,-0.07,NA,NA,NA,NA,0.39,1.28,NA,NA,0.07,NA,NA,0,0,NA,0.83,NA,NA,NA,-0.36,0,0.76,4.99,NA,-0.11,0,-0.01,NA,-0.52,0.52,0.08,NA,0,NA,0.04,NA,0,-0.29,0.04,NA,NA,NA
"710","Health","PCPIM_PC_PP_PT","2008-10-31",0,1.06,0,NA,NA,0,4.13,NA,NA,NA,NA,0.31,NA,NA,NA,NA,-0.68,1.23,NA,NA,1.16,NA,NA,-0.45,0,NA,0.99,NA,NA,NA,0.89,0,0.02,-0.46,NA,1.01,0,1.28,NA,0.85,0.91,-0.04,NA,0,NA,0.1,NA,0.01,0.15,0.45,NA,NA,NA
"711","Health","PCPIM_PC_PP_PT","2008-11-30",0.6,0.23,0,NA,NA,-6.77,1.38,NA,NA,NA,NA,0.51,NA,NA,NA,NA,-0.02,0.14,NA,NA,1.81,NA,NA,0,0,NA,0.6,NA,NA,NA,-0.27,0,0.51,0.14,NA,1,0,-0.81,NA,0.08,9.6,0,NA,0.83,NA,-1.43,NA,0.02,0.13,0.3,NA,NA,NA
"712","Health","PCPIM_PC_PP_PT","2008-12-31",0.13,0.28,0,NA,NA,24.61,0,NA,NA,NA,NA,0.85,NA,NA,NA,NA,0.15,-0.88,NA,NA,0.44,NA,NA,0,0,NA,1.35,NA,NA,NA,-0.09,0,0.12,-0.04,NA,1.99,0,0.32,NA,-0.37,0.18,0.21,NA,0,NA,-3.09,NA,0,-0.18,0.04,NA,NA,NA
"713","Health","PCPIM_PC_PP_PT","2009-01-31",0,0.41,1.61,NA,NA,-5.01,0.36,NA,NA,NA,NA,-2.34,NA,NA,NA,NA,3.52,0.85,NA,NA,0.76,NA,NA,0.19,0,NA,1.32,NA,NA,NA,0.09,0.1,0.06,-10.51,NA,1.09,-15.35,-3.13,NA,0.48,0,4.31,NA,0,NA,8.28,NA,0.63,-0.35,0.61,NA,NA,NA
