"","Indicator.Name","Indicator.Code","Year.Month","Algeria","Angola","Benin","Botswana","Burkina Faso","Burundi","Cabo Verde","Cameroon","Central African Republic","Chad","Comoros","Côte d'Ivoire","Democratic Republic of the Congo","Djibouti","Egypt","Equatorial Guinea","Eswatini","Ethiopia","Gabon","Ghana","Guinea","Guinea-Bissau","Kenya","Lesotho","Liberia","Libya","Madagascar","Malawi","Mali","Mauritania","Mauritius","Morocco","Mozambique","Namibia","Niger","Nigeria","Republic of Congo","Rwanda","São Tomé and Príncipe","Senegal","Seychelles","Sierra Leone","Somalia","South Africa","South Sudan","Sudan","Tanzania","The Gambia","Togo","Tunisia","Uganda","Zambia","Zimbabwe"
"1987","Restaurants and hotels","PCPIRE_PC_PP_PT","2013-02-28",NA,0.8,0,0.15,NA,0,0.28,0.29,NA,-0.08,0,0.91,0,0.15,15.89,0,0.32,2.76,-0.99,NA,0,NA,NA,0.09,0.46,NA,1.02,NA,-0.28,0,1.09,0,0.15,0.57,0,0.87,-0.78,0.25,NA,0,4.31,1.21,NA,0.15,12.64,6.69,NA,0.21,0,0.32,0.74,0.58,0.84
"1988","Restaurants and hotels","PCPIRE_PC_PP_PT","2013-03-31",NA,0.79,0,0.34,NA,0,0.01,0.39,NA,0.66,0,-0.02,0,0.2,0.3,0,0.17,0.08,-1.83,NA,3.75,NA,NA,0.07,0,NA,0.41,NA,0,0,1.34,-0.09,0.22,0.19,0,0.16,-1.53,0.15,NA,0.01,0,0.61,NA,0.59,-3.31,1,NA,0.67,0,0.35,0.21,0.63,-1.17
"1989","Restaurants and hotels","PCPIRE_PC_PP_PT","2013-04-30",NA,0.66,0,1.27,NA,0,0.53,-0.48,NA,-0.41,0.58,0.05,0.03,-0.2,0.22,1.84,-0.98,1.32,0.94,NA,0,NA,NA,0.12,0.46,NA,0.69,NA,0,0.02,1.02,1.13,1.1,0,0,0.31,-1.95,0.08,NA,1.22,0,-0.07,NA,0.89,4.35,2.57,NA,0.66,0,0.24,0.65,0.99,0.34
"1990","Restaurants and hotels","PCPIRE_PC_PP_PT","2013-05-31",NA,1.06,0,0.91,NA,0,-0.82,0.48,NA,0.08,0,0.04,0,0,0.89,0,0.02,0.78,-2.4,NA,0.23,NA,NA,0.04,1.78,NA,0.37,NA,0,-0.02,-0.19,0.26,-0.21,0.16,0,0.78,-0.25,0.03,NA,0.11,0,0.25,NA,0.44,-2.9,1.21,NA,0.77,0,0.43,0.47,0.41,0
"1991","Restaurants and hotels","PCPIRE_PC_PP_PT","2013-06-30",NA,0.73,0,0.24,NA,0,-0.29,0.58,NA,-0.66,0,0.2,0.03,0,1.4,0,0.11,1.48,-2.51,NA,0.33,NA,NA,0.07,-0.67,NA,0,NA,0.28,0,0.47,0.17,0.07,0.82,0,0.46,3.74,2.89,NA,-0.29,0,0,NA,0.29,5.54,2.44,NA,0.87,0,0.56,0.01,0.31,-0.17
"1992","Restaurants and hotels","PCPIRE_PC_PP_PT","2013-07-31",NA,0.43,0,0.1,NA,0,0.08,0.1,NA,1,0,-0.13,0.2,0,0,1.37,0.01,0.37,0.14,NA,0,NA,NA,0.03,4.91,NA,1.24,NA,0,0,0.47,0.26,0.47,0.33,0,0.46,0.3,1.37,NA,0,0,0.29,NA,0.29,5.65,1.38,NA,0.72,0.03,0.18,0.51,0.45,0
"1993","Restaurants and hotels","PCPIRE_PC_PP_PT","2013-08-31",NA,1.02,0,1.05,NA,0,-0.54,0.86,NA,-0.66,0.58,0.03,0.04,-0.1,0,0.03,0.48,2.19,2.56,NA,0,NA,NA,0.07,1.24,NA,0.25,NA,0,0,-0.47,0.34,0.35,1.04,0.1,0.15,-0.3,-0.25,NA,0,0,0.43,NA,0.72,-8.48,1.28,NA,0.58,-0.04,1.01,0.74,0.84,1.02
"1994","Restaurants and hotels","PCPIRE_PC_PP_PT","2013-09-30",NA,0.53,0.11,0.38,NA,0.75,-0.08,0.28,NA,0.17,0,0,0,0.19,0.89,-0.03,0,3.65,2.75,NA,0.23,NA,NA,0.03,0.82,NA,0.03,NA,0,0,0.38,0.09,0.06,0.06,-1.45,0.77,-1.72,0.89,NA,0,0,-0.04,NA,0.58,-0.21,8.92,NA,0.95,0,0.51,-0.19,0.52,0.17
"1995","Restaurants and hotels","PCPIRE_PC_PP_PT","2013-10-31",NA,0.8,-0.66,0.32,NA,0.15,-0.26,-0.19,NA,0.08,0,-0.05,0,-0.1,1.97,0.1,0,-1.19,-1.01,NA,0,NA,NA,0.01,0.73,NA,0.4,NA,0,0,0.66,0.43,0.02,-0.86,0,0.84,1.07,0.45,NA,0,0,0.36,NA,0.29,-4.01,5.45,NA,0.69,1.05,0.54,0.19,0.16,0
"1996","Restaurants and hotels","PCPIRE_PC_PP_PT","2013-11-30",NA,0.7,0,0.61,NA,0,-0.1,0.09,NA,0.91,0,0,0,0,0,-0.07,1.8,0.83,-1.48,NA,0,NA,NA,0.07,0.32,NA,0.46,NA,0,0.01,0.19,0.34,0.17,-0.34,0,0.73,-0.03,0.75,NA,0.21,0,-0.04,NA,1.14,6.7,2.18,NA,0.45,0,0.3,0.29,0.69,1
"1997","Restaurants and hotels","PCPIRE_PC_PP_PT","2013-12-31",NA,1.14,0,1.25,NA,0,-0.09,0.47,NA,-1.14,0,0.11,0,0,0,0,0.06,0.38,3.93,NA,0,NA,NA,0.03,0.7,NA,0.12,NA,0,0,1.67,0.17,0.73,0.84,0.02,0.64,0.53,0.37,NA,0.07,0,-0.5,NA,0.71,-0.48,6.95,NA,0.35,0,0.29,-0.03,0.34,0
"1998","Restaurants and hotels","PCPIRE_PC_PP_PT","2014-01-31",NA,1.18,0.53,1.56,NA,1.04,-0.42,0.19,NA,0.66,0,0.05,0.16,0,0.24,3.07,0.02,0.2,-1.64,NA,0,NA,NA,0.07,1.3,NA,0.2,NA,-1.5,-0.01,1.28,0.17,0.19,3.08,0.04,0.36,-5.05,0.48,NA,0.04,1.38,0.82,NA,1.12,1.14,4.63,NA,0.06,0.78,0.52,-0.29,0.83,0.17
"1999","Restaurants and hotels","PCPIRE_PC_PP_PT","2014-02-28",NA,0.57,0.09,0.54,NA,2.5,0.66,0,NA,0.08,0,0,0.28,0,0.94,0,0.14,0.02,-1.03,NA,0,NA,NA,0.31,0.22,NA,0.48,3.53,0.02,0,0.27,0,0.6,0.88,0.03,0.3,3.81,1.1,NA,0,0,0.39,NA,0.42,-2.49,3.02,NA,0.02,0.57,-0.03,-0.72,0.13,0
"2000","Restaurants and hotels","PCPIRE_PC_PP_PT","2014-03-31",NA,0.57,0.09,0.49,NA,0.94,0.08,-0.47,NA,2.63,0,1.15,0,0,0.25,0,1.07,0.51,1.73,NA,0,NA,NA,0.13,2.34,NA,0.25,0.5,0,0,0.09,0.34,1.09,0.37,0,0.62,0,0.18,NA,0.1,0,0.53,NA,1.1,-1.11,0.15,NA,0.24,0,0.09,0.53,2.36,0
"2001","Restaurants and hotels","PCPIRE_PC_PP_PT","2014-04-30",NA,0.92,1.23,0.44,NA,0.19,0.2,0.66,NA,-1.68,-0.58,-0.02,0.02,0,0.46,0,0.42,1.56,2.06,NA,0.48,NA,NA,0.05,1.71,NA,1.83,-0.23,0,0,-0.27,0,0.01,-0.05,0,0.54,0.11,0.05,NA,0,0,0,NA,0.95,-1.21,2.47,NA,0.69,0.24,0.24,-0.3,0.36,-1.16
"2002","Restaurants and hotels","PCPIRE_PC_PP_PT","2014-05-31",NA,0.93,0,0.45,NA,0.12,0.06,1.03,NA,-0.16,0,0.12,0.06,0,0,0.09,0.36,-1.2,-0.77,NA,0.46,NA,NA,0.05,-0.04,NA,0.4,5.67,0,0,0.18,0,0.21,0.06,0,0.86,0.38,0.45,NA,-0.11,0,-0.07,NA,0.27,-0.54,0,NA,0.28,0,0.76,0.1,0.92,0
"2003","Restaurants and hotels","PCPIRE_PC_PP_PT","2014-06-30",NA,0.79,0.09,0.22,NA,0.17,0.14,-0.09,NA,0.24,0,0,0,0,0.13,-0.06,0.03,2.38,3.77,NA,0.52,NA,NA,0.1,1.99,NA,1.23,0,0,0,0.36,0.17,0.06,0.39,0,0.8,-0.3,0.37,NA,0,0,0.49,NA,0.54,1.9,0.35,NA,0.2,0.24,0.57,0.17,0.33,-0.17
"2004","Restaurants and hotels","PCPIRE_PC_PP_PT","2014-07-31",NA,0.9,0.26,0.31,NA,0.51,0.84,1.3,NA,2.84,0,0.03,0,18.68,4.41,-0.03,0.96,-0.25,-2.87,NA,-0.52,NA,NA,0.03,0.56,NA,1.85,0.26,0,0,0,0.25,0.53,0.36,0,0.55,6.6,-0.12,NA,0.06,0,0.24,NA,0.27,14.3,0.65,NA,0.37,0.27,0.85,0.75,0.7,0.84
"2005","Restaurants and hotels","PCPIRE_PC_PP_PT","2014-08-31",NA,1.12,0.26,0.48,NA,1.62,-0.21,0.83,NA,0.24,0,0,0,-15.7,7.14,0,-0.89,0.72,-0.95,NA,-0.47,NA,NA,1.21,-3.72,NA,1.29,1.41,0,0,0,0.17,0.02,0.43,0,0.41,0,-0.14,NA,0,0,3.2,NA,0.94,-13.48,0.44,NA,0.42,0.1,2.97,-0.08,0.52,0
"2006","Restaurants and hotels","PCPIRE_PC_PP_PT","2014-09-30",NA,1.14,0,0.22,NA,-0.72,-0.2,0.09,NA,0.87,0,0.15,0,19.22,0.36,0,0,-3.45,-0.92,NA,-0.47,NA,NA,2.48,1.43,NA,2.52,1.65,0,0,0.09,0.25,0.24,0.05,-0.01,0.56,0.28,0.07,NA,-0.01,0,0.51,NA,0.79,2.72,0.31,NA,0.83,0.1,1.26,-0.41,0.37,-0.33
"2007","Restaurants and hotels","PCPIRE_PC_PP_PT","2014-10-31",NA,0.67,0.35,0.18,NA,-1,-0.07,0,NA,-2.03,0,0,0,0,0.22,0,0.02,3.19,4.67,NA,0,NA,NA,0.05,-0.22,NA,0.53,0.79,0,0,-0.27,0.08,0,0.14,0,0.74,1.12,-0.19,NA,0,0,1.14,NA,0.39,4.09,0.73,NA,0.41,0,0.67,0.62,-0.14,0
"2008","Restaurants and hotels","PCPIRE_PC_PP_PT","2014-11-30",NA,0.54,0.06,0.22,NA,1.57,-0.19,0,NA,1.44,NA,0,0,0,0,0,4.66,0.5,-4.01,NA,0,NA,NA,0.09,-0.51,NA,0.2,0.33,0,0,1.17,0.25,-0.02,0.16,0,0.67,2.02,0.82,NA,0,0,0.83,NA,1.05,4.82,0.63,NA,0.72,0,0.41,-0.7,0.16,-0.67
"2009","Restaurants and hotels","PCPIRE_PC_PP_PT","2014-12-31",NA,0.86,0.07,0.17,NA,0.9,0.55,0.82,NA,-0.94,NA,0.12,0,0,0.33,0,-0.01,0.62,1.6,NA,0,NA,NA,-0.02,-1,NA,0.06,0.66,0,0,0.35,0,0.37,-2.06,-0.07,0.91,-1.71,0.02,NA,0.03,0,0.3,NA,0.26,0.72,0.34,NA,0.63,0.04,0.59,1.01,0.46,-0.17
"2010","Restaurants and hotels","PCPIRE_PC_PP_PT","2015-01-31",NA,0.37,0.65,0.74,NA,-0.03,0.53,-0.81,NA,2.2,NA,0,0.17,-17.39,0.14,3.08,0.11,0.35,-0.19,NA,4.89,NA,NA,0.16,-6.44,NA,0.16,1.22,0,0.02,-0.09,0.41,0.02,3.39,4.54,0.83,-7.86,0.38,NA,0.01,0,1.48,NA,0.13,-0.16,5.64,NA,0.81,-0.1,0.25,0.66,0.87,-0.5
"2011","Restaurants and hotels","PCPIRE_PC_PP_PT","2015-02-28",NA,0.6,-0.37,1.59,-0.01,0.17,0.04,1.73,NA,-1.08,NA,0,0,0,1.67,0,4.62,0.34,-1.62,NA,-0.27,NA,NA,0.04,0.57,NA,0.08,3.11,0.39,-0.47,0,0.08,0.18,2.04,-4.67,0.73,0,0.06,NA,0,0,0.16,NA,0.26,-3.62,1.11,NA,0.61,-1.14,1.63,-0.16,0.17,-0.34
"2012","Restaurants and hotels","PCPIRE_PC_PP_PT","2015-03-31",NA,0.62,-0.02,0.47,0.02,2.76,-0.02,1.7,NA,1.27,NA,0.07,0.01,0,0.49,0,0.4,2.33,-0.06,NA,0.44,NA,NA,0.02,1.44,NA,0.22,0.82,-0.12,0.01,0,0.16,0,0.66,6.92,0.8,0,0.14,NA,0,3.87,4.52,NA,0.77,0.78,0.85,NA,0.4,2.34,0.54,0.26,1.1,0.17
"2013","Restaurants and hotels","PCPIRE_PC_PP_PT","2015-04-30",NA,0.77,0,0.13,1.47,0.64,-0.39,0.79,NA,-1.7,NA,-0.02,0,0,0.87,0,-0.14,-0.5,-0.08,NA,0,NA,NA,0.04,-0.79,NA,0.41,0.5,0.12,0.21,-0.71,0.33,0.3,0.51,-5.04,0.58,0,0.24,NA,0.01,0,0.22,NA,-0.13,4.66,1,NA,0.53,0.02,0.01,1.03,0.51,0.34
"2014","Restaurants and hotels","PCPIRE_PC_PP_PT","2015-05-31",NA,0.75,0,0.25,0.01,0.73,0.09,0.17,NA,-0.02,NA,-0.27,0,0,0.96,0,0.12,1.24,3.34,NA,0,NA,NA,0.22,0,NA,0.27,0.39,0,-0.01,0.36,0.16,0.09,-0.84,29.17,1.02,3,-0.01,NA,0,0,0.62,NA,0.9,16.31,1.29,NA,1.66,1.23,1.42,0.01,0.62,0
"2015","Restaurants and hotels","PCPIRE_PC_PP_PT","2015-06-30",NA,0.88,0,0.63,-1.09,0.7,-0.3,0.17,NA,1.02,NA,0.07,0,0,1.47,0,0.11,1.59,-0.43,NA,0,NA,NA,0.15,4.25,NA,0.16,0.47,0,-0.92,0,0.49,0.36,1.1,-2.05,0.91,0.66,0.45,NA,-0.01,0,0.21,NA,0.25,6.06,2.7,NA,0.53,-0.12,0.86,0.63,0.25,0
"2016","Restaurants and hotels","PCPIRE_PC_PP_PT","2015-07-31",NA,0.96,-0.08,0.17,0.86,0.24,-0.05,0.78,NA,0.22,NA,0.41,0,0,0.26,-0.01,0.13,0.41,0.32,NA,0,NA,NA,-0.02,-2.66,NA,0.19,0.2,-0.29,0.21,0.36,0,0.13,1.79,-0.82,0.51,0.76,-0.69,NA,-0.24,0,0.61,NA,0.13,-1.79,1.13,NA,0.39,-1.62,0.34,0.28,0.43,-0.17
"2017","Restaurants and hotels","PCPIRE_PC_PP_PT","2015-08-31",NA,1.16,0,0.33,-0.03,0.25,0.43,-0.17,NA,10.15,NA,-0.1,0,0,1.88,0,0.08,0.98,0,NA,0.05,NA,NA,0,8.95,NA,1.37,0.09,0.18,-0.06,0.71,0.33,0.41,-0.78,-20.3,0.55,0.64,-0.39,NA,0,0,3.55,NA,0.63,12.95,2.89,NA,0.33,1.83,1.02,0.99,0.3,0
"2018","Restaurants and hotels","PCPIRE_PC_PP_PT","2015-09-30",NA,1.03,0.5,0.33,0.53,1.57,0.41,0.09,NA,5.45,NA,0.17,0,0,0.33,0,-0.09,1.32,-0.54,NA,-0.46,NA,NA,0.02,0.31,NA,0.03,1.33,-0.18,-0.27,-0.35,0,-0.07,-0.25,26.8,0.55,0.64,-0.3,NA,0.02,0,0.29,NA,0.38,-6.42,0.33,NA,0.26,0.16,0.26,0.64,0.8,1.18
"2019","Restaurants and hotels","PCPIRE_PC_PP_PT","2015-10-31",NA,0.83,0.08,0.91,-0.01,1.7,-0.28,-0.09,NA,0.32,NA,0,0,0,6.15,0,-0.07,1.13,-0.35,NA,0,NA,NA,0.06,-0.06,NA,0,0.81,0,0.91,0,0.16,0.9,0.65,-5.68,0.34,0.63,0.14,NA,0,0.62,0,NA,0.5,21.71,0.22,NA,0.26,-0.02,0.56,0.54,3.44,-0.17
"2020","Restaurants and hotels","PCPIRE_PC_PP_PT","2015-11-30",NA,1.21,0,0.25,0.35,-0.01,0.55,0.26,NA,-8.04,NA,-0.08,0,0.88,0.27,0,0.09,0.47,0.51,NA,0.19,NA,NA,0.02,-0.28,NA,0.56,1.34,0,1.08,0.88,0.24,2.24,0.11,6.02,0.42,0.63,0.95,NA,0,0,0.76,NA,1,18.03,0,NA,0.74,0.13,0.05,0.23,2.35,0
"2021","Restaurants and hotels","PCPIRE_PC_PP_PT","2015-12-31",NA,1.77,0,0.25,-0.49,0.29,1.21,0.26,NA,-2.61,NA,0.08,0,0,0,0,0.1,1.7,-0.93,NA,0.05,NA,NA,0.09,0.49,NA,0.37,1.44,0,2.29,0.96,0.32,5.73,-1.54,-5.68,1.11,0.62,0.35,NA,0.02,0,-0.23,NA,0,5.26,0,NA,0.38,0.54,0.33,0.39,1.14,-0.17
"2022","Restaurants and hotels","PCPIRE_PC_PP_PT","2016-01-31",NA,1.76,0.16,0.29,0.76,-1.03,1.06,1.29,NA,-3.18,NA,0.33,0,0.6,0.24,13.56,-0.04,0.78,0.11,NA,0,NA,NA,1.58,0.53,NA,0.33,1.45,0,-3.24,0.09,0,2.09,2.58,4.43,1.1,0.62,0.11,0,-0.04,-4.14,2.21,NA,0.74,23.5,8.5,NA,0.63,-0.49,0.1,0.77,2.03,-0.17
"2023","Restaurants and hotels","PCPIRE_PC_PP_PT","2016-02-29",NA,2.75,0,0.28,-0.4,-0.96,-0.04,0.42,NA,-0.66,NA,-0.08,0,0,1.12,0.02,0,-0.13,0.61,NA,0,NA,NA,0.08,0.38,NA,0.72,1.86,0,0.51,-0.43,0.16,0.77,1.72,5.69,0.72,0.62,-0.04,-1.65,0.16,0,2.82,NA,0.73,-0.96,2.59,NA,0.38,1.61,0.01,-0.09,2.01,0
"2024","Restaurants and hotels","PCPIRE_PC_PP_PT","2016-03-31",NA,2.47,0,0.24,-0.75,-1,-0.34,-0.42,NA,0.99,NA,0.16,0,0,3.78,0.12,0.06,0.05,2.37,NA,0,NA,NA,0.14,0,NA,0.1,0.32,0,-0.14,0,0,-0.22,0.63,-4.38,0.57,3.39,0.53,-0.37,0,0,0.61,NA,0.61,10.4,0.29,NA,0.75,0.06,-0.01,0.87,-0.7,-0.67
"2025","Restaurants and hotels","PCPIRE_PC_PP_PT","2016-04-30",NA,4.14,0,0.3,-1.49,-0.16,0.79,0.51,NA,0.49,NA,-0.25,0.09,0,2.07,-1.01,1.72,3,0.74,NA,0.72,NA,NA,0.08,0.17,NA,0.31,0.81,0,0.9,0.09,0.16,0.75,2.05,-10.05,0.41,0.23,0.01,0.19,-0.37,5.19,0.72,NA,-0.36,6.14,0.23,NA,1.09,0.19,-0.35,0.52,0.59,0
"2026","Restaurants and hotels","PCPIRE_PC_PP_PT","2016-05-31",NA,3.13,0,0.18,1.01,0.96,-0.45,-0.08,NA,1.53,NA,0.33,0.15,0,3.12,-1.57,-0.07,-1.6,2.95,NA,0.28,NA,NA,0.14,0,NA,0.71,0.77,0.09,0.51,-0.17,0.88,2.01,0.73,-2,2.27,2.66,0.74,1.3,-0.01,0,-0.19,NA,0.85,64.49,0.93,NA,0.77,0.2,0.79,0.43,-1.65,0
"2027","Restaurants and hotels","PCPIRE_PC_PP_PT","2016-06-30",NA,3.18,0,0.36,0.19,2.51,0.43,0.34,NA,-1.3,NA,0.08,0.27,0,0.48,0.4,0.14,1.66,0,NA,0,NA,NA,0.13,0.91,NA,0.51,1.48,0,-0.01,0,0.08,1.98,-0.23,0,0.97,-0.57,0.1,0,0,0,0.41,NA,0.84,-37.09,1.5,NA,0.73,0.06,0.19,0.86,0.22,0.34
"2028","Restaurants and hotels","PCPIRE_PC_PP_PT","2016-07-31",NA,3.2,0,0.08,-0.25,-0.22,-0.74,-0.34,NA,0.1,NA,0,0.21,0,0.56,0.67,-0.25,1.56,-4.01,NA,0,NA,NA,0.03,0.86,NA,0.3,0.65,0,0.09,0,0.24,1.85,-0.29,4.43,0.67,-2.67,0.1,-0.09,0,0,0.65,NA,0.6,83.25,1.84,NA,0.89,0.21,1.22,-0.21,0.42,0
"2029","Restaurants and hotels","PCPIRE_PC_PP_PT","2016-08-31",NA,2.81,0,0.28,1.18,0.19,-0.23,0.51,NA,-0.64,NA,0.49,0.55,0,0,0.12,0.39,-0.71,1.69,NA,0,NA,NA,0,0.81,NA,1.4,3.99,0,0.69,1.57,0.32,1.17,2.62,0,0.25,-0.34,-0.06,0.74,0.09,0,0.22,NA,0.12,7.58,0.17,NA,0.6,0.04,0.15,0.74,0.57,0
"2030","Restaurants and hotels","PCPIRE_PC_PP_PT","2016-09-30",NA,2.79,0,0.4,0.13,0.15,-0.76,0.25,NA,-1.62,NA,-0.33,0.37,0,5.36,1.74,0.08,2.75,1.45,NA,0,NA,NA,0.1,0.58,NA,0.2,0.57,0,-0.32,0,0.16,3.41,0.18,0,0.21,1.68,0.97,-0.18,-0.04,0,0.38,NA,0.59,38.14,0,NA,0.71,0.15,0.18,0.27,0.08,0
"2031","Restaurants and hotels","PCPIRE_PC_PP_PT","2016-10-31",NA,2.88,0,0.18,-0.42,-0.56,0.25,-0.25,NA,-0.35,NA,-0.25,2.17,0,1.59,-1.59,-0.08,-0.22,0.57,NA,0,NA,NA,0.09,3.98,NA,0.39,0.44,0,0.58,0.34,0.08,2.38,0.39,-4.56,0.29,1.77,0.98,-0.46,0.04,0.82,1.1,NA,0.71,-12.78,1.64,NA,0.71,-0.31,1.1,1.16,0.36,0
"2032","Restaurants and hotels","PCPIRE_PC_PP_PT","2016-11-30",NA,1.89,0,0.36,0.38,0.05,0.02,0,NA,-0.46,NA,-0.49,3.14,0,4.82,0.93,0.47,0.01,-0.33,NA,0,NA,NA,0.1,-1.42,NA,0.2,0.32,0,-0.24,0.51,0.16,1.69,0.12,-0.94,0.33,-1.35,-0.47,0.83,0.03,0,4.07,NA,0.58,-15.2,14.25,NA,1.41,-0.09,0.37,0.7,0.7,0
"2033","Restaurants and hotels","PCPIRE_PC_PP_PT","2016-12-31",NA,2.13,0,0.06,-0.05,-0.07,-0.71,0.17,NA,-1.62,NA,0.5,8.69,0,3.45,-1.54,-0.87,1.3,-3.07,NA,0.34,NA,NA,0.16,-0.21,NA,1.76,1.19,0,1.51,0.85,0.24,2.68,-0.6,2.67,0.81,-1.32,-0.42,-0.09,0,0,3.12,NA,0.58,51.36,3.55,NA,1.23,0.03,0.49,0.63,0.19,0.17
"2034","Restaurants and hotels","PCPIRE_PC_PP_PT","2017-01-31",NA,1.78,0.56,0.8,0.65,3.65,1.86,0.5,NA,1.67,NA,-0.08,3.38,0,2.31,-2.29,0.09,-3.54,1.18,NA,0,NA,NA,0.13,2.21,NA,1.83,0.67,6.26,-1.41,-0.08,0,0.98,2.16,-14.19,0.58,4.11,1.35,5.66,-0.02,8.39,3.85,NA,0,14.71,8.14,NA,1.25,-2.1,0.23,-0.23,0.71,0.17
"2035","Restaurants and hotels","PCPIRE_PC_PP_PT","2017-02-28",NA,2.54,0.01,0.3,-1.16,1.3,0.29,0,NA,0.88,NA,-0.25,5.85,0,1.83,0.52,1.14,1.57,-0.2,NA,0,NA,NA,0.01,0,NA,0.09,0.57,-0.09,0.24,0.08,0.79,0.86,-0.39,12.72,0.53,0.06,0.8,0,0,-4.29,0.05,NA,0.92,-13.87,0.4,NA,0.57,0.15,0.36,1.09,0.86,0.17
"2036","Restaurants and hotels","PCPIRE_PC_PP_PT","2017-03-31",NA,2.04,0,0.29,0.2,-0.17,-0.05,-0.08,NA,5.65,NA,0.08,NA,0,0.78,0.88,0,2.01,-1,NA,0,NA,NA,0.02,3.74,NA,0,0.22,0,0.06,0.84,0.7,2.01,1.61,2.69,0.91,-1.97,0.71,-0.35,0.13,0,1.19,NA,0.23,12.52,0.19,NA,0.41,0.02,0.18,-0.15,0.39,0
"2037","Restaurants and hotels","PCPIRE_PC_PP_PT","2017-04-30",NA,1.73,0,0.2,0.71,0.35,0.26,0.42,NA,-4.47,NA,0.33,NA,0,1.04,0.31,-0.34,-0.01,2.41,NA,0,NA,NA,0.02,-0.26,NA,0,0.06,0.09,0.08,0.42,0.31,0.23,1.77,0.08,0.9,-0.66,-0.04,0.52,0,0,1.09,NA,0,22.4,1.81,NA,0.86,0.14,0.38,-0.1,-0.5,0.34
"2038","Restaurants and hotels","PCPIRE_PC_PP_PT","2017-05-31",NA,1.75,0,0.29,0.01,0.56,-0.75,-0.58,NA,0.17,NA,0.33,NA,0,0,-0.47,1.33,-1.03,-0.91,NA,0,NA,NA,0.18,-1.54,NA,0.19,3.28,0,0.06,0.17,0,0.95,0.1,-0.08,1.11,1.71,0.17,0,0.37,0,1.52,NA,-0.46,44.38,1.21,NA,0.76,0,0.91,1.44,0.59,-0.33
"2039","Restaurants and hotels","PCPIRE_PC_PP_PT","2017-06-30",NA,1.61,0,0.29,1.89,0.23,0.42,0.34,NA,-0.01,NA,1.23,NA,0,0.54,0.11,0.02,7.12,0.31,NA,0,NA,NA,0.49,9.26,NA,1.32,0.51,0,-0.3,0.17,0.15,1.36,0.77,0.59,1.14,-2.18,0.12,1.12,0,0,0.62,NA,0.23,16.27,2.05,NA,0.23,0,0.61,0.37,0.27,0.34
"2040","Restaurants and hotels","PCPIRE_PC_PP_PT","2017-07-31",NA,1.27,0,0.49,-0.01,-0.37,-1.54,0,NA,1.81,NA,3.47,NA,0,9.02,-0.03,0.21,1.29,-4.04,NA,0,NA,NA,0.19,3.01,NA,0.19,-5.11,0,0.87,-0.33,0,0.02,-2.69,-0.59,1.37,1.29,0.11,-0.85,1.69,0,0.64,NA,0.8,8.75,0.55,NA,0.33,0,0.97,0.79,0.26,1
"2041","Restaurants and hotels","PCPIRE_PC_PP_PT","2017-08-31",NA,1.46,-0.73,0.19,0.11,0.48,1.29,0,NA,-1.16,NA,-3.43,NA,0,0,0.01,2.12,-0.04,3.9,NA,-0.34,NA,NA,0.13,2.01,NA,0.46,5.83,0,-0.48,0.33,0.46,-0.36,1.92,0,0.85,-0.67,0.03,0,0,0.85,2,NA,0.23,12.13,4.77,NA,0.39,0.04,1.38,-0.03,0.17,0
"2042","Restaurants and hotels","PCPIRE_PC_PP_PT","2017-09-30",NA,1.79,0,0.19,0.04,2.37,0.35,-0.33,NA,-1.16,NA,0.65,NA,4.71,0,0.26,0.2,1.78,0.15,NA,0,NA,NA,0.18,2.45,NA,0.46,0.03,0,0.44,0,0.38,0.01,1.02,0,0.63,1.99,0.24,0.34,0.03,0,1.85,NA,-0.23,7.91,4.03,NA,0.15,-0.07,0.38,0.23,-1,0.17
"2043","Restaurants and hotels","PCPIRE_PC_PP_PT","2017-10-31",NA,2.88,0,0.29,-0.55,-0.37,0.09,0,NA,1.54,NA,0.16,NA,0,0.05,0.3,1.05,3.04,0,NA,0,NA,NA,0,0,NA,0,1.2,0,0.19,0,-0.08,0.11,1,-2.45,0.63,-1.81,0.04,0.77,-0.02,0,1.73,NA,0.45,-9.33,0.25,NA,0.33,-0.01,0.51,0.51,0.25,0.33
"2044","Restaurants and hotels","PCPIRE_PC_PP_PT","2017-11-30",NA,1.38,0,0,-0.47,0.55,0.38,0.08,NA,-0.09,NA,0.08,NA,-4.31,0,0.68,0.06,0.02,-0.46,NA,0,NA,NA,0.05,0.49,NA,0.28,0.24,0,0.69,0.58,0,-0.01,-0.03,2.69,0.64,1.57,0.07,2.72,0,0,1.14,NA,0.79,27.27,7.87,NA,0.33,0.01,0.57,0.11,0.88,-0.66
"2045","Restaurants and hotels","PCPIRE_PC_PP_PT","2017-12-31",NA,1.25,0,0.58,-0.75,2.01,-0.03,0.08,NA,-2.2,NA,0.64,NA,0,0,0,0.08,2.61,-2.23,NA,0,NA,NA,0.24,1.44,NA,0.09,0.59,0,0.86,0,0,2.13,-1.77,-2.19,0.7,1.61,-0.1,0.75,0.15,0,2.78,NA,0.45,-2.29,0.15,NA,0.63,0,0.27,0.29,0.38,0.5
